STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Custodial Rape,Custodial_Gang Rape,Custodial_Other Rape,Rape other than Custodial,Rape_Gang Rape,Rape_Others,Attempt to commit Rape,Kidnapping & Abduction_Total,Kidnaping & Abduction,Kidnaping & Abduction in order to Murder,Kidnapping for Ransom,Kidnapping & Abduction of Women to compel her for marriage,Kidnaping & Abduction_Others,Assault on Women with intent to outrage her Modesty_Total,Sexual Harassment,Assault on women with intent to Disrobe,Voyeurism,Stalking,Others,Insult to the Modesty of Women_Total,At Office premises,In places related to work,In Public Transport system,In other Places,Importation of Girls from Foreign Country,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Grievous Hurt,Hurt,Acid attack,Attempt to Acid Attack,Deaths caused with intent to cause miscarriage,Causing miscarriage without consent of women,Dacoity_Total,Dacoity with Murder,Other Dacoity,Robbery,Arson,HumanTrafficking,Abetment of Suicides of Women,UnNatural Offences,Other IPC Crimes,"Dowry Prohibition Act, 1961","Indecent Representation of Women (P) Act, 1986","Commission of Sati Prevention Act, 1987","Protection of Women from Domestic Violence Act, 2005",Immoral Traffic Prevention Act,ITP Under Section 5,ITP Under Section 6,ITP Under Section 7,ITP Under Section 8,ITP Under Other Sections,Other SLL Crimes against Women,Total Crimes against Women
Uttar Pradesh,SIDHARTHNAGAR,2013,17,59.0,8,26.0,0.0,33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,SITAPUR,2013,95,256.0,63,211.0,0.0,130,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,SONBHADRA,2013,32,17.0,13,22.0,0.0,12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,ST.RAVIDASNAGAR,2013,10,18.0,13,15.0,0.0,19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,SULTANPUR,2013,29,107.0,15,87.0,0.0,111,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,UNNAO,2013,41,173.0,44,119.0,0.0,190,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,VARANASI,2013,57,208.0,36,207.0,3.0,347,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,ZZ TOTAL,2013,3050,9737.0,2335,7303.0,25.0,8781,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,ALMORA,2013,8,18.0,2,7.0,3.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,BAGESHWAR,2013,2,4.0,1,3.0,1.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,CHAMOLI,2013,8,35.0,0,7.0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,CHAMPAWAT,2013,0,15.0,1,5.0,0.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,DEHRADUN,2013,41,148.0,9,62.0,27.0,159,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,HARIDWAR,2013,75,192.0,5,76.0,17.0,101,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,NAINITAL,2013,20,55.0,5,33.0,11.0,31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,PAURI GARHWAL,2013,3,25.0,2,11.0,7.0,6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,PITHORAGARH,2013,7,19.0,2,4.0,2.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,RUDRA PRAYAG,2013,5,10.0,4,1.0,3.0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,TEHRI GARHWAL,2013,5,14.0,0,2.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,UDHAMSINGH NAGAR,2013,48,87.0,12,82.0,0.0,116,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,UTTARKASHI,2013,6,11.0,0,2.0,1.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uttarakhand,ZZ TOTAL,2013,228,633.0,43,295.0,72.0,435,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,24 PARGANAS NORTH,2013,115,258.0,35,307.0,8.0,1716,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,24 PARGANAS SOUTH,2013,189,397.0,49,212.0,2.0,1978,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,ASANSOL,2013,31,87.0,15,73.0,1.0,467,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,BANKURA,2013,24,36.0,19,76.0,0.0,278,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,BDN CP,2013,17,43.0,6,77.0,6.0,229,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,BIRBHUM,2013,41,45.0,12,99.0,0.0,245,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,BKP CP,2013,41,132.0,21,197.0,7.0,705,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,BURDWAN,2013,41,107.0,25,123.0,0.0,378,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,COOCHBEHAR,2013,110,141.0,15,240.0,1.0,631,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,DAKSHIN DINAJPUR,2013,35,100.0,32,69.0,0.0,345,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,DARJEELING,2013,30,35.0,0,54.0,2.0,158,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,HOOGHLY,2013,54,163.0,19,143.0,11.0,922,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,HOWRAH,2013,23,92.0,10,131.0,4.0,682,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,HOWRAH CITY,2013,22,141.0,3,215.0,48.0,609,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,HOWRAH G.R.P.,2013,1,6.0,2,9.0,2.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,JALPAIGURI,2013,121,263.0,12,305.0,2.0,779,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,JHARGRAM,2013,10,17.0,6,42.0,2.0,62,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,KHARAGPUR G.R.P.,2013,2,1.0,0,10.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,KOLKATA,2013,75,145.0,15,707.0,412.0,1005,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,MALDA,2013,140,182.0,14,177.0,0.0,597,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,MURSHIDABAD,2013,215,341.0,35,407.0,7.0,1939,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,NADIA,2013,87,346.0,69,213.0,13.0,1666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,PASCHIM MIDNAPUR,2013,46,155.0,25,327.0,17.0,549,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,PURAB MIDNAPUR,2013,53,199.0,24,126.0,2.0,606,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,PURULIA,2013,54,49.0,8,78.0,0.0,158,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,SEALDAH G.R.P.,2013,2,10.0,0,45.0,1.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,SILIGURI G.R.P.,2013,0,1.0,0,11.0,2.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,SILIGURI_PC,2013,35,115.0,5,206.0,24.0,616,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,UTTAR DINAJPUR,2013,71,223.0,5,234.0,3.0,793,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,ZZ TOTAL,2013,1685,3830.0,481,4913.0,577.0,18116,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&N Islands,CAR,2013,1,0.0,0,2.0,2.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&N Islands,NORTH,2013,5,5.0,0,10.0,1.0,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&N Islands,SOUTH,2013,21,7.0,1,33.0,5.0,4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A&N Islands,ZZ TOTAL,2013,27,12.0,1,45.0,8.0,9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandigarh,CHANDIGARH,2013,45,174.0,1,143.0,26.0,92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chandigarh,ZZ TOTAL,2013,45,174.0,1,143.0,26.0,92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D&N Haveli,D&N HAVELI,2013,5,11.0,0,1.0,1.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D&N Haveli,ZZ TOTAL,2013,5,11.0,0,1.0,1.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daman & Diu,DAMAN,2013,7,4.0,0,2.0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daman & Diu,DIU,2013,1,2.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daman & Diu,ZZ TOTAL,2013,8,6.0,0,2.0,0.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,CAW,2013,0,0.0,0,1.0,0.0,202,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,CENTRAL,2013,71,113.0,2,174.0,28.0,50,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,CRIME BRANCH,2013,4,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,EAST,2013,210,428.0,11,364.0,133.0,246,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,EOW,2013,0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,GRP(RLY),2013,4,5.0,0,11.0,1.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,IGI AIRPORT,2013,0,1.0,0,9.0,5.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,METRO RAIL,2013,0,4.0,1,16.0,12.0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,NEW DELHI,2013,19,35.0,1,66.0,25.0,17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,NORTH,2013,53,151.0,9,164.0,25.0,107,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,NORTH-EAST,2013,183,513.0,27,333.0,30.0,438,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,NORTH-WEST,2013,143,343.0,17,301.0,45.0,236,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,OUTER,2013,178,530.0,14,332.0,155.0,466,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,SOUTH,2013,163,328.0,10,539.0,140.0,117,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,SOUTH-EAST,2013,230,404.0,16,386.0,95.0,220,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,SOUTH-WEST,2013,194,330.0,14,419.0,128.0,403,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,STF,2013,0,0.0,0,0.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,WEST,2013,184,424.0,22,400.0,94.0,529,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi UT,ZZ TOTAL,2013,1636,3609.0,144,3515.0,916.0,3033,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakshadweep,LAKSHADWEEP,2013,2,0.0,0,1.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lakshadweep,ZZ TOTAL,2013,2,0.0,0,1.0,0.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puducherry,KARAIKAL,2013,6,2.0,1,1.0,1.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puducherry,PUDUCHERRY,2013,11,23.0,0,11.0,7.0,7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puducherry,ZZ TOTAL,2013,17,25.0,1,12.0,8.0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Anantapur,2014,35,,25,,,165,,0.0,0.0,0.0,35.0,0.0,35.0,1.0,106.0,0.0,0.0,0.0,88.0,18.0,436.0,82.0,34.0,4.0,80.0,236.0,26.0,0.0,0.0,0.0,26.0,0.0,50.0,20.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.0
Andhra Pradesh,Chittoor,2014,32,,17,,,278,,0.0,0.0,0.0,32.0,1.0,31.0,0.0,34.0,3.0,0.0,1.0,28.0,2.0,135.0,0.0,0.0,0.0,0.0,135.0,94.0,0.0,0.0,0.0,94.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,607.0
Andhra Pradesh,Cuddapah,2014,28,,16,,,91,,0.0,0.0,0.0,28.0,0.0,28.0,4.0,16.0,0.0,0.0,0.0,11.0,5.0,215.0,212.0,0.0,0.0,0.0,3.0,12.0,1.0,11.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,175.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,609.0
Andhra Pradesh,East Godavari,2014,85,,7,,,464,,0.0,0.0,0.0,85.0,0.0,85.0,18.0,25.0,0.0,0.0,0.0,0.0,25.0,519.0,159.0,61.0,11.0,55.0,233.0,62.0,0.0,0.0,0.0,62.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,22.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,16.0,0.0,1277.0
Andhra Pradesh,Guntakal Railway,2014,0,,0,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Andhra Pradesh,Guntur,2014,49,,16,,,454,,0.0,0.0,0.0,49.0,0.0,49.0,24.0,46.0,5.0,0.0,0.0,0.0,41.0,245.0,17.0,7.0,3.0,8.0,210.0,347.0,0.0,0.0,0.0,347.0,0.0,33.0,9.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,14.0,1300.0
Andhra Pradesh,Guntur Urban,2014,40,,12,,,345,,0.0,0.0,0.0,40.0,1.0,39.0,8.0,56.0,0.0,0.0,0.0,0.0,56.0,160.0,0.0,0.0,0.0,0.0,160.0,452.0,0.0,0.0,0.0,452.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,38.0,0.0,1125.0
Andhra Pradesh,Krishna,2014,80,,8,,,613,,0.0,0.0,0.0,80.0,1.0,79.0,20.0,34.0,13.0,0.0,0.0,19.0,2.0,354.0,98.0,44.0,13.0,76.0,123.0,232.0,2.0,0.0,0.0,230.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1411.0
Andhra Pradesh,Kurnool,2014,32,,12,,,362,,0.0,0.0,0.0,32.0,1.0,31.0,4.0,37.0,0.0,0.0,0.0,16.0,21.0,403.0,81.0,18.0,2.0,40.0,262.0,251.0,0.0,0.0,0.0,251.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,39.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1213.0
Andhra Pradesh,Nellore,2014,58,,14,,,362,,0.0,0.0,0.0,58.0,3.0,55.0,16.0,124.0,48.0,1.0,1.0,64.0,10.0,295.0,79.0,14.0,8.0,32.0,162.0,205.0,0.0,62.0,56.0,87.0,0.0,35.0,28.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,17.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,0.0,1185.0
Andhra Pradesh,Prakasham,2014,50,,8,,,402,,0.0,0.0,0.0,50.0,2.0,48.0,8.0,50.0,17.0,0.0,0.0,11.0,22.0,197.0,24.0,3.0,7.0,13.0,150.0,16.0,0.0,0.0,0.0,16.0,0.0,24.0,11.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,798.0
Andhra Pradesh,Rajahmundry,2014,35,,3,,,190,,0.0,0.0,0.0,35.0,1.0,34.0,3.0,8.0,0.0,0.0,1.0,2.0,5.0,121.0,37.0,6.0,0.0,17.0,61.0,27.0,0.0,0.0,0.0,27.0,0.0,10.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,508.0
Andhra Pradesh,Srikakulam,2014,40,,3,,,298,,0.0,0.0,0.0,40.0,1.0,39.0,3.0,10.0,5.0,0.0,0.0,5.0,0.0,214.0,26.0,45.0,0.0,22.0,121.0,91.0,0.0,6.0,6.0,79.0,0.0,11.0,8.0,1.0,0.0,18.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,22.0,0.0,10.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,740.0
Andhra Pradesh,Tirupathi Urban,2014,18,,13,,,167,,0.0,0.0,0.0,18.0,1.0,17.0,5.0,17.0,1.0,0.0,0.0,9.0,7.0,60.0,2.0,2.0,0.0,5.0,51.0,21.0,0.0,0.0,0.0,21.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,322.0
Andhra Pradesh,Vijayawada City,2014,64,,10,,,642,,0.0,0.0,0.0,64.0,0.0,64.0,4.0,27.0,6.0,0.0,0.0,11.0,10.0,279.0,40.0,15.0,9.0,91.0,124.0,212.0,0.0,0.0,1.0,211.0,0.0,9.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,29.0,0.0,19.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,50.0,2.0,1362.0
Andhra Pradesh,Vijayawada Railway,2014,0,,2,,,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,0.0,3.0,6.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
Andhra Pradesh,Visakha Rural,2014,38,,4,,,166,,0.0,0.0,0.0,38.0,0.0,38.0,0.0,15.0,12.0,0.0,0.0,2.0,1.0,129.0,35.0,13.0,1.0,6.0,74.0,57.0,0.0,0.0,0.0,57.0,0.0,8.0,9.0,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.0
Andhra Pradesh,Visakhapatnam,2014,84,,13,,,371,,0.0,0.0,0.0,84.0,0.0,84.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,147.0,50.0,0.0,0.0,27.0,70.0,112.0,0.0,0.0,0.0,112.0,0.0,8.0,13.0,0.0,0.0,16.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,21.0,2.0,938.0
